"timesstamp,brightness,motion_pixels,mode,fps"
2026-01-11 11: 20: 04,127.44,0,DAY,32.26
2026-01-11 11: 20: 04,127.47,0,DAY,27.76
2026-01-11 11: 20: 04,127.49,0,DAY,35.05
2026-01-11 11: 20: 05,127.46,0,DAY,32.26
2026-01-11 11: 20: 05,127.41,0,DAY,31.25
2026-01-11 11: 20: 05,127.41,0,DAY,22.33
2026-01-11 11: 20: 05,127.43,0,DAY,28.54
2026-01-11 11: 20: 05,127.46,0,DAY,21.95
2026-01-11 11: 20: 05,127.49,0,DAY,38.47
2026-01-11 11: 20: 05,127.53,237,DAY,40.0
2026-01-11 11: 20: 05,127.57,639,DAY,30.23
2026-01-11 11: 20: 05,127.58,461,DAY,26.69
2026-01-11 11: 20: 05,127.56,92,DAY,38.46
2026-01-11 11: 20: 05,127.55,4,DAY,31.23
2026-01-11 11: 20: 05,127.51,79,DAY,25.94
2026-01-11 11: 20: 05,127.43,1109,DAY,28.57
2026-01-11 11: 20: 05,127.35,674,DAY,38.44
2026-01-11 11: 20: 05,127.33,148,DAY,24.21
2026-01-11 11: 20: 05,127.35,24,DAY,29.71
2026-01-11 11: 20: 05,127.36,0,DAY,25.2
2026-01-11 11: 20: 05,127.35,18,DAY,29.4
2026-01-11 11: 20: 05,127.39,307,DAY,38.44
2026-01-11 11: 20: 05,127.5,1002,DAY,32.26
2026-01-11 11: 20: 05,127.65,2586,DAY,26.64
2026-01-11 11: 20: 05,127.78,3894,DAY,37.03
2026-01-11 11: 20: 05,127.95,5066,DAY,33.33
2026-01-11 11: 20: 05,128.12,6090,DAY,30.72
2026-01-11 11: 20: 05,128.3,7351,DAY,27.78
2026-01-11 11: 20: 05,128.48,8313,DAY,35.72
2026-01-11 11: 20: 05,128.66,8306,DAY,31.69
2026-01-11 11: 20: 05,128.8,8529,DAY,22.73
2026-01-11 11: 20: 05,128.93,8703,DAY,29.33
2026-01-11 11: 20: 05,129.09,8757,DAY,31.71
2026-01-11 11: 20: 06,129.23,8707,DAY,27.03
2026-01-11 11: 20: 06,129.37,8380,DAY,34.46
2026-01-11 11: 20: 06,129.46,7526,DAY,31.71
2026-01-11 11: 20: 06,129.48,6622,DAY,31.25
2026-01-11 11: 20: 06,129.47,6253,DAY,30.29
2026-01-11 11: 20: 06,129.53,5927,DAY,31.72
2026-01-11 11: 20: 06,129.67,5619,DAY,31.25
2026-01-11 11: 20: 06,129.81,4647,DAY,27.01
2026-01-11 11: 20: 06,129.91,3215,DAY,32.76
2026-01-11 11: 20: 06,129.94,1991,DAY,26.32
2026-01-11 11: 20: 06,129.95,1231,DAY,27.23
2026-01-11 11: 20: 06,129.96,602,DAY,31.71
2026-01-11 11: 20: 06,129.97,0,DAY,28.57
2026-01-11 11: 20: 06,129.97,10,DAY,24.99
2026-01-11 11: 20: 06,129.9,11,DAY,37.67
2026-01-11 11: 20: 06,129.85,0,DAY,34.48
2026-01-11 11: 20: 06,129.83,0,DAY,29.41
2026-01-11 11: 20: 06,129.79,149,DAY,27.6
2026-01-11 11: 20: 06,129.74,930,DAY,38.46
2026-01-11 11: 20: 06,129.67,1763,DAY,32.26
2026-01-11 11: 20: 06,129.62,2591,DAY,25.28
2026-01-11 11: 20: 06,129.5,3250,DAY,27.78
2026-01-11 11: 20: 06,129.37,3700,DAY,38.46
2026-01-11 11: 20: 06,129.29,3727,DAY,24.37
2026-01-11 11: 20: 06,129.23,3666,DAY,28.57
2026-01-11 11: 20: 06,129.13,3811,DAY,26.3
2026-01-11 11: 20: 06,129.01,4086,DAY,33.86
2026-01-11 11: 20: 06,128.9,4546,DAY,37.03
2026-01-11 11: 20: 06,128.75,5167,DAY,31.25
2026-01-11 11: 20: 06,128.6,5771,DAY,31.69
2026-01-11 11: 20: 06,128.43,6408,DAY,32.26
2026-01-11 11: 20: 07,128.26,6909,DAY,31.25
2026-01-11 11: 20: 07,128.1,7069,DAY,31.7
2026-01-11 11: 20: 07,127.94,7349,DAY,27.78
2026-01-11 11: 20: 07,127.75,7574,DAY,33.33
2026-01-11 11: 20: 07,127.52,7824,DAY,22.33
2026-01-11 11: 20: 07,127.27,7925,DAY,30.76
2026-01-11 11: 20: 07,127.07,7899,DAY,31.22
2026-01-11 11: 20: 07,126.92,8206,DAY,30.73
2026-01-11 11: 20: 07,126.8,8350,DAY,32.26
2026-01-11 11: 20: 07,126.69,8212,DAY,27.77
2026-01-11 11: 20: 07,126.57,7533,DAY,33.85
2026-01-11 11: 20: 07,126.51,6998,DAY,31.24
2026-01-11 11: 20: 07,126.52,6312,DAY,30.31
2026-01-11 11: 20: 07,126.64,4934,DAY,28.12
2026-01-11 11: 20: 07,126.81,3643,DAY,34.47
2026-01-11 11: 20: 07,126.96,2441,DAY,27.04
2026-01-11 11: 20: 07,127.04,1298,DAY,35.03
2026-01-11 11: 20: 07,127.1,600,DAY,19.68
2026-01-11 11: 20: 07,127.17,338,DAY,37.01
2026-01-11 11: 20: 07,127.27,137,DAY,30.74
2026-01-11 11: 20: 07,127.34,0,DAY,29.41
2026-01-11 11: 20: 07,127.36,0,DAY,22.72
2026-01-11 11: 20: 07,127.3,13,DAY,36.31
2026-01-11 11: 20: 07,127.18,344,DAY,38.47
2026-01-11 11: 20: 07,127.06,708,DAY,32.26
2026-01-11 11: 20: 07,126.95,1129,DAY,28.13
2026-01-11 11: 20: 07,126.81,1587,DAY,37.04
2026-01-11 11: 20: 07,126.73,2143,DAY,32.26
2026-01-11 11: 20: 07,126.62,2600,DAY,25.28
2026-01-11 11: 20: 08,126.56,3045,DAY,30.3
2026-01-11 11: 20: 08,126.58,3650,DAY,26.36
2026-01-11 11: 20: 08,126.67,4022,DAY,30.24
2026-01-11 11: 20: 08,126.75,4128,DAY,31.21
2026-01-11 11: 20: 08,126.84,4351,DAY,32.26
2026-01-11 11: 20: 08,126.91,4354,DAY,29.82
2026-01-11 11: 20: 08,127.0,4208,DAY,28.57
2026-01-11 11: 20: 08,127.14,4104,DAY,33.33
2026-01-11 11: 20: 08,127.24,3973,DAY,31.69
2026-01-11 11: 20: 08,127.33,3885,DAY,31.25
2026-01-11 11: 20: 08,127.39,3688,DAY,31.23
2026-01-11 11: 20: 08,127.47,3317,DAY,32.28
2026-01-11 11: 20: 08,127.61,2559,DAY,28.57
2026-01-11 11: 20: 08,127.75,1824,DAY,32.26
2026-01-11 11: 20: 08,127.79,1396,DAY,23.07
2026-01-11 11: 20: 08,127.83,1115,DAY,27.78
2026-01-11 11: 20: 08,127.84,845,DAY,32.26
2026-01-11 11: 20: 08,127.86,542,DAY,30.73
2026-01-11 11: 20: 08,127.89,193,DAY,31.25
2026-01-11 11: 20: 08,127.9,0,DAY,29.41
2026-01-11 11: 20: 08,127.9,0,DAY,33.85
2026-01-11 11: 20: 08,127.9,0,DAY,31.25
2026-01-11 11: 20: 08,127.94,0,DAY,30.3
2026-01-11 11: 20: 08,127.97,0,DAY,25.28
2026-01-11 11: 20: 08,127.98,51,DAY,41.67
2026-01-11 11: 20: 08,127.98,199,DAY,28.57
2026-01-11 11: 20: 08,127.94,313,DAY,22.47
2026-01-11 11: 20: 08,127.91,405,DAY,27.02
2026-01-11 11: 20: 08,127.87,497,DAY,34.48
2026-01-11 11: 20: 08,127.83,572,DAY,32.73
2026-01-11 11: 20: 09,127.76,623,DAY,30.31
2026-01-11 11: 20: 09,127.67,672,DAY,24.38
2026-01-11 11: 20: 09,127.61,750,DAY,36.32
2026-01-11 11: 20: 09,127.55,834,DAY,35.72
2026-01-11 11: 20: 09,127.47,886,DAY,30.3
2026-01-11 11: 20: 09,127.37,920,DAY,28.13
2026-01-11 11: 20: 09,127.26,967,DAY,37.04
2026-01-11 11: 20: 09,127.16,934,DAY,33.33
2026-01-11 11: 20: 09,127.06,916,DAY,25.94
2026-01-11 11: 20: 09,126.95,939,DAY,21.69
2026-01-11 11: 20: 09,126.84,907,DAY,35.71
2026-01-11 11: 20: 09,126.74,871,DAY,32.72
2026-01-11 11: 20: 09,126.63,782,DAY,30.3
2026-01-11 11: 20: 09,126.56,672,DAY,31.25
2026-01-11 11: 20: 09,126.5,526,DAY,31.66
2026-01-11 11: 20: 09,126.46,378,DAY,26.31
2026-01-11 11: 20: 09,126.44,201,DAY,37.6
2026-01-11 11: 20: 09,126.46,90,DAY,29.8
2026-01-11 11: 20: 09,126.49,0,DAY,31.25
2026-01-11 11: 20: 09,126.52,0,DAY,32.26
2026-01-11 11: 20: 09,126.55,0,DAY,30.71
2026-01-11 11: 20: 09,126.6,0,DAY,29.41
2026-01-11 11: 20: 09,126.67,0,DAY,22.56
2026-01-11 11: 20: 09,126.75,0,DAY,30.73
2026-01-11 11: 20: 09,126.81,0,DAY,31.24
2026-01-11 11: 20: 09,126.88,0,DAY,30.3
2026-01-11 11: 20: 09,126.91,2,DAY,32.75
2026-01-11 11: 20: 09,126.95,1,DAY,29.41
2026-01-11 11: 20: 09,126.99,13,DAY,23.81
2026-01-11 11: 20: 09,127.02,22,DAY,39.14
2026-01-11 11: 20: 09,127.05,6,DAY,35.71
2026-01-11 11: 20: 10,127.08,0,DAY,29.41
2026-01-11 11: 20: 10,127.11,0,DAY,28.94
2026-01-11 11: 20: 10,127.14,0,DAY,38.47
2026-01-11 11: 20: 10,127.14,0,DAY,28.57
2026-01-11 11: 20: 10,127.15,0,DAY,22.49
2026-01-11 11: 20: 10,127.19,0,DAY,25.64
2026-01-11 11: 20: 10,127.2,0,DAY,38.47
2026-01-11 11: 20: 10,127.22,0,DAY,31.7
2026-01-11 11: 20: 10,127.21,0,DAY,31.25
2026-01-11 11: 20: 10,127.2,0,DAY,27.03
2026-01-11 11: 20: 10,127.17,0,DAY,31.7
2026-01-11 11: 20: 10,127.16,0,DAY,38.46
2026-01-11 11: 20: 10,127.13,0,DAY,29.38
2026-01-11 11: 20: 10,127.09,0,DAY,26.63
2026-01-11 11: 20: 10,127.05,0,DAY,37.04
2026-01-11 11: 20: 10,127.02,0,DAY,33.33
2026-01-11 11: 20: 10,127.03,0,DAY,20.5
2026-01-11 11: 20: 10,127.03,0,DAY,29.41
2026-01-11 11: 20: 10,127.04,0,DAY,33.33
2026-01-11 11: 20: 10,127.03,0,DAY,32.7
2026-01-11 11: 20: 10,127.04,0,DAY,33.34
2026-01-11 11: 20: 10,127.05,0,DAY,29.41
2026-01-11 11: 20: 10,127.04,0,DAY,31.7
2026-01-11 11: 20: 10,127.03,0,DAY,27.03
2026-01-11 11: 20: 10,127.02,0,DAY,35.72
2026-01-11 11: 20: 10,127.02,0,DAY,30.74
2026-01-11 11: 20: 10,127.01,0,DAY,31.22
2026-01-11 11: 20: 10,127.02,0,DAY,32.27
2026-01-11 11: 20: 10,127.0,0,DAY,31.23
2026-01-11 11: 20: 11,126.98,0,DAY,20.37
2026-01-11 11: 20: 11,126.98,0,DAY,32.22
2026-01-11 11: 20: 11,126.96,0,DAY,30.73
2026-01-11 11: 20: 11,126.97,0,DAY,26.31
2026-01-11 11: 20: 11,126.97,0,DAY,37.03
2026-01-11 11: 20: 11,126.98,0,DAY,30.74
2026-01-11 11: 20: 11,127.0,0,DAY,30.3
2026-01-11 11: 20: 11,127.02,0,DAY,25.0
2026-01-11 11: 20: 11,127.04,0,DAY,37.66
2026-01-11 11: 20: 11,127.05,0,DAY,35.72
2026-01-11 11: 20: 11,127.06,0,DAY,29.41
2026-01-11 11: 20: 11,127.06,0,DAY,26.63
2026-01-11 11: 20: 11,127.07,0,DAY,38.45
2026-01-11 11: 20: 11,127.1,0,DAY,21.37
2026-01-11 11: 20: 11,127.1,0,DAY,30.72
2026-01-11 11: 20: 11,127.14,0,DAY,27.78
2026-01-11 11: 20: 11,127.17,0,DAY,36.28
2026-01-11 11: 20: 11,127.2,0,DAY,32.74
2026-01-11 11: 20: 11,127.21,0,DAY,29.41
2026-01-11 11: 20: 11,127.23,0,DAY,27.75
2026-01-11 11: 20: 11,127.25,0,DAY,31.69
2026-01-11 11: 20: 11,127.29,0,DAY,37.04
2026-01-11 11: 20: 11,127.32,0,DAY,30.31
2026-01-11 11: 20: 11,127.35,0,DAY,31.24
2026-01-11 11: 20: 11,127.36,0,DAY,30.74
2026-01-11 11: 20: 11,127.38,0,DAY,22.62
2026-01-11 11: 20: 11,127.39,0,DAY,24.66
2026-01-11 11: 20: 11,127.42,0,DAY,38.46
2026-01-11 11: 20: 11,127.42,0,DAY,32.26
2026-01-11 11: 20: 11,127.41,0,DAY,29.81
2026-01-11 11: 20: 11,127.4,0,DAY,33.29
2026-01-11 11: 20: 12,127.37,0,DAY,31.25
2026-01-11 11: 20: 12,127.37,0,DAY,31.24
2026-01-11 11: 20: 12,127.36,0,DAY,26.64
2026-01-11 11: 20: 12,127.33,0,DAY,35.72
2026-01-11 11: 20: 12,127.31,0,DAY,30.29
2026-01-11 11: 20: 12,127.32,0,DAY,31.71
2026-01-11 11: 20: 12,127.31,0,DAY,32.25
2026-01-11 11: 20: 12,127.31,0,DAY,21.58
2026-01-11 11: 20: 12,127.3,0,DAY,26.32
2026-01-11 11: 20: 12,127.3,0,DAY,35.67
2026-01-11 11: 20: 12,127.28,0,DAY,29.8
2026-01-11 11: 20: 12,127.28,0,DAY,28.57
2026-01-11 11: 20: 12,127.28,0,DAY,37.04
2026-01-11 11: 20: 12,127.27,0,DAY,31.24
2026-01-11 11: 20: 12,127.26,0,DAY,28.96
2026-01-11 11: 20: 12,127.24,0,DAY,24.39
2026-01-11 11: 20: 12,127.24,0,DAY,39.99
2026-01-11 11: 20: 12,127.24,0,DAY,35.04
2026-01-11 11: 20: 12,127.24,0,DAY,30.3
2026-01-11 11: 20: 12,127.24,0,DAY,28.56
2026-01-11 11: 20: 12,127.24,0,DAY,23.61
2026-01-11 11: 20: 12,127.22,0,DAY,27.03
2026-01-11 11: 20: 12,127.21,0,DAY,31.7
2026-01-11 11: 20: 12,127.22,0,DAY,29.41
2026-01-11 11: 20: 12,127.21,0,DAY,38.47
2026-01-11 11: 20: 12,127.21,0,DAY,30.25
2026-01-11 11: 20: 12,127.18,0,DAY,28.97
2026-01-11 11: 20: 12,127.17,0,DAY,23.8
2026-01-11 11: 20: 12,127.14,153,DAY,30.71
2026-01-11 11: 20: 12,127.13,957,DAY,37.04
2026-01-11 11: 20: 13,127.12,1309,DAY,37.04
2026-01-11 11: 20: 13,127.06,1210,DAY,34.46
2026-01-11 11: 20: 13,127.02,287,DAY,30.74
2026-01-11 11: 20: 13,126.97,0,DAY,22.16
2026-01-11 11: 20: 13,126.99,0,DAY,28.94
2026-01-11 11: 20: 13,126.99,0,DAY,33.34
2026-01-11 11: 20: 13,126.91,25,DAY,32.26
2026-01-11 11: 20: 13,126.77,75,DAY,29.4
2026-01-11 11: 20: 13,126.66,195,DAY,32.76
2026-01-11 11: 20: 13,126.65,113,DAY,30.3
2026-01-11 11: 20: 13,126.68,0,DAY,31.24
2026-01-11 11: 20: 13,126.71,0,DAY,27.37
2026-01-11 11: 20: 13,126.69,1,DAY,17.41
2026-01-11 11: 20: 13,126.71,0,DAY,29.81
2026-01-11 11: 20: 13,126.71,0,DAY,38.47
2026-01-11 11: 20: 13,126.77,0,DAY,37.03
2026-01-11 11: 20: 13,126.81,16,DAY,29.81
2026-01-11 11: 20: 13,126.8,0,DAY,32.26
2026-01-11 11: 20: 13,126.73,0,DAY,37.04
2026-01-11 11: 20: 13,126.66,0,DAY,31.24
2026-01-11 11: 20: 13,126.64,0,DAY,28.14
2026-01-11 11: 20: 13,126.67,8,DAY,33.29
2026-01-11 11: 20: 13,126.7,21,DAY,33.32
2026-01-11 11: 20: 13,126.72,32,DAY,30.75
2026-01-11 11: 20: 13,126.75,590,DAY,14.92
2026-01-11 11: 20: 13,126.79,68,DAY,33.86
2026-01-11 11: 20: 13,126.79,0,DAY,40.0
2026-01-11 11: 20: 13,126.85,29,DAY,35.71
2026-01-11 11: 20: 13,126.87,56,DAY,31.69
2026-01-11 11: 20: 13,126.84,75,DAY,38.46
2026-01-11 11: 20: 14,126.83,113,DAY,29.41
2026-01-11 11: 20: 14,126.86,146,DAY,31.24
2026-01-11 11: 20: 14,126.89,104,DAY,28.15
2026-01-11 11: 20: 14,126.93,65,DAY,35.71
2026-01-11 11: 20: 14,126.92,40,DAY,33.32
2026-01-11 11: 20: 14,126.89,34,DAY,30.94
2026-01-11 11: 20: 14,126.89,995,DAY,15.18
2026-01-11 11: 20: 14,126.93,45,DAY,31.72
2026-01-11 11: 20: 14,126.95,17,DAY,33.34
2026-01-11 11: 20: 14,126.95,0,DAY,37.03
2026-01-11 11: 20: 14,126.96,0,DAY,40.74
2026-01-11 11: 20: 14,126.96,0,DAY,32.22
2026-01-11 11: 20: 14,127.01,0,DAY,31.25
2026-01-11 11: 20: 14,127.08,0,DAY,28.11
2026-01-11 11: 20: 14,127.13,0,DAY,35.74
2026-01-11 11: 20: 14,127.14,0,DAY,31.25
2026-01-11 11: 20: 14,127.12,0,DAY,31.24
2026-01-11 11: 20: 14,127.11,0,DAY,30.73
2026-01-11 11: 20: 14,127.09,875,DAY,16.18
2026-01-11 11: 20: 14,127.05,358,DAY,27.36
2026-01-11 11: 20: 14,127.0,462,DAY,32.22
2026-01-11 11: 20: 14,126.95,533,DAY,25.0
2026-01-11 11: 20: 14,126.95,0,DAY,39.16
2026-01-11 11: 20: 14,126.92,600,DAY,34.48
2026-01-11 11: 20: 14,126.89,662,DAY,34.48
2026-01-11 11: 20: 14,126.85,734,DAY,27.36
2026-01-11 11: 20: 14,126.78,769,DAY,35.71
2026-01-11 11: 20: 14,126.72,740,DAY,37.05
2026-01-11 11: 20: 14,126.65,765,DAY,34.46
2026-01-11 11: 20: 14,126.61,780,DAY,32.75
2026-01-11 11: 20: 15,126.5,2778,DAY,17.92
2026-01-11 11: 20: 15,126.4,688,DAY,30.18
2026-01-11 11: 20: 15,126.32,637,DAY,25.64
2026-01-11 11: 20: 15,126.24,519,DAY,29.4
2026-01-11 11: 20: 15,126.2,398,DAY,37.68
2026-01-11 11: 20: 15,126.2,0,DAY,38.46
2026-01-11 11: 20: 15,126.12,276,DAY,37.03
2026-01-11 11: 20: 15,126.02,190,DAY,29.79
2026-01-11 11: 20: 15,125.93,109,DAY,40.0
2026-01-11 11: 20: 15,125.87,16,DAY,29.41
2026-01-11 11: 20: 15,125.84,0,DAY,35.69
2026-01-11 11: 20: 15,125.81,0,DAY,30.74
2026-01-11 11: 20: 15,125.75,1,DAY,16.07
2026-01-11 11: 20: 15,125.74,0,DAY,30.71
2026-01-11 11: 20: 15,125.73,0,DAY,30.79
2026-01-11 11: 20: 15,125.73,0,DAY,19.46
2026-01-11 11: 20: 15,125.73,0,DAY,38.61
2026-01-11 11: 20: 15,125.73,0,DAY,36.58
2026-01-11 11: 20: 15,125.71,0,DAY,37.3
2026-01-11 11: 20: 15,125.71,0,DAY,38.04
2026-01-11 11: 20: 15,125.72,13,DAY,39.92
2026-01-11 11: 20: 15,125.75,156,DAY,35.72
2026-01-11 11: 20: 15,125.78,362,DAY,29.71
2026-01-11 11: 20: 15,125.81,615,DAY,31.89
2026-01-11 11: 20: 15,125.92,3025,DAY,16.88
2026-01-11 11: 20: 15,125.99,1132,DAY,28.69
2026-01-11 11: 20: 15,126.04,1222,DAY,26.01
2026-01-11 11: 20: 15,126.09,1315,DAY,36.67
2026-01-11 11: 20: 16,126.12,1415,DAY,15.74
2026-01-11 11: 20: 16,126.17,1417,DAY,35.06
2026-01-11 11: 20: 16,126.17,0,DAY,30.89
2026-01-11 11: 20: 16,126.22,1400,DAY,37.3
2026-01-11 11: 20: 16,126.27,1366,DAY,36.64
2026-01-11 11: 20: 16,126.3,1299,DAY,32.44
2026-01-11 11: 20: 16,126.33,1297,DAY,25.7
2026-01-11 11: 20: 16,126.37,1295,DAY,35.97
2026-01-11 11: 20: 16,126.5,4680,DAY,37.37
2026-01-11 11: 20: 16,126.58,1239,DAY,32.63
2026-01-11 11: 20: 16,126.66,1192,DAY,24.99
2026-01-11 11: 20: 16,126.77,1134,DAY,37.18
2026-01-11 11: 20: 16,126.86,1085,DAY,34.01
2026-01-11 11: 20: 16,126.93,1005,DAY,25.53
2026-01-11 11: 20: 16,127.02,905,DAY,29.97
2026-01-11 11: 20: 16,127.02,0,DAY,38.94
2026-01-11 11: 20: 16,127.09,806,DAY,36.02
2026-01-11 11: 20: 16,127.17,678,DAY,36.19
2026-01-11 11: 20: 16,127.24,511,DAY,39.24
2026-01-11 11: 20: 16,127.3,347,DAY,34.72
2026-01-11 11: 20: 16,127.32,1048,DAY,16.45
2026-01-11 11: 20: 16,127.32,0,DAY,31.5
2026-01-11 11: 20: 16,127.31,0,DAY,30.83
2026-01-11 11: 20: 16,127.32,0,DAY,30.63
2026-01-11 11: 20: 16,127.29,0,DAY,30.79
2026-01-11 11: 20: 16,127.27,0,DAY,31.54
2026-01-11 11: 20: 16,127.24,0,DAY,17.59
2026-01-11 11: 20: 16,127.22,0,DAY,39.36
2026-01-11 11: 20: 16,127.22,0,DAY,36.56
2026-01-11 11: 20: 16,127.19,112,DAY,38.95
2026-01-11 11: 20: 16,127.17,335,DAY,38.63
2026-01-11 11: 20: 16,127.14,562,DAY,39.85
2026-01-11 11: 20: 17,127.1,3629,DAY,14.99
2026-01-11 11: 20: 17,127.09,1192,DAY,39.87
2026-01-11 11: 20: 17,127.07,1379,DAY,36.33
2026-01-11 11: 20: 17,127.06,1498,DAY,33.2
2026-01-11 11: 20: 17,127.06,1561,DAY,28.53
2026-01-11 11: 20: 17,127.08,1634,DAY,27.8
2026-01-11 11: 20: 17,127.12,1685,DAY,36.75
2026-01-11 11: 20: 17,127.15,1795,DAY,27.2
2026-01-11 11: 20: 17,127.15,0,DAY,36.65
2026-01-11 11: 20: 17,127.17,1880,DAY,30.71
2026-01-11 11: 20: 17,127.21,1970,DAY,41.74
2026-01-11 11: 20: 17,127.22,1881,DAY,36.53
2026-01-11 11: 20: 17,127.24,6910,DAY,16.73
2026-01-11 11: 20: 17,127.19,1702,DAY,27.33
2026-01-11 11: 20: 17,127.11,1504,DAY,29.55
2026-01-11 11: 20: 17,127.06,1166,DAY,38.46
2026-01-11 11: 20: 17,127.06,810,DAY,30.7
2026-01-11 11: 20: 17,127.11,545,DAY,26.31
2026-01-11 11: 20: 17,127.12,401,DAY,37.04
2026-01-11 11: 20: 17,127.12,301,DAY,32.74
2026-01-11 11: 20: 17,127.08,208,DAY,27.03
2026-01-11 11: 20: 17,127.08,0,DAY,37.04
2026-01-11 11: 20: 17,127.02,36,DAY,38.44
2026-01-11 11: 20: 17,126.98,0,DAY,39.16
2026-01-11 11: 20: 17,126.99,0,DAY,17.12
2026-01-11 11: 20: 17,126.98,0,DAY,30.73
2026-01-11 11: 20: 17,126.96,0,DAY,31.22
2026-01-11 11: 20: 17,126.95,0,DAY,25.62
2026-01-11 11: 20: 17,126.92,0,DAY,36.32
2026-01-11 11: 20: 18,126.83,3,DAY,32.26
2026-01-11 11: 20: 18,126.77,0,DAY,31.25
2026-01-11 11: 20: 18,126.78,0,DAY,31.71
2026-01-11 11: 20: 18,126.77,0,DAY,31.24
2026-01-11 11: 20: 18,126.74,0,DAY,25.64
2026-01-11 11: 20: 18,126.74,0,DAY,39.16
2026-01-11 11: 20: 18,126.73,0,DAY,37.03
2026-01-11 11: 20: 18,126.73,337,DAY,19.37
2026-01-11 11: 20: 18,126.75,0,DAY,31.67
2026-01-11 11: 20: 18,126.74,0,DAY,31.25
2026-01-11 11: 20: 18,126.67,0,DAY,29.41
2026-01-11 11: 20: 18,126.58,0,DAY,24.67
2026-01-11 11: 20: 18,126.52,0,DAY,40.0
2026-01-11 11: 20: 18,126.48,0,DAY,33.33
2026-01-11 11: 20: 18,126.46,0,DAY,28.95
2026-01-11 11: 20: 18,126.44,0,DAY,25.64
2026-01-11 11: 20: 18,126.37,0,DAY,38.47
2026-01-11 11: 20: 18,126.3,0,DAY,28.94
2026-01-11 11: 20: 18,126.3,0,DAY,34.48
2026-01-11 11: 20: 18,126.2,0,DAY,20.08
2026-01-11 11: 20: 18,126.2,0,DAY,36.32
2026-01-11 11: 20: 18,126.19,0,DAY,32.26
2026-01-11 11: 20: 18,126.17,0,DAY,30.27
2026-01-11 11: 20: 18,126.13,0,DAY,27.37
2026-01-11 11: 20: 18,126.13,0,DAY,30.3
2026-01-11 11: 20: 18,126.15,0,DAY,37.05
2026-01-11 11: 20: 18,126.15,0,DAY,29.8
2026-01-11 11: 20: 18,126.15,0,DAY,27.77
2026-01-11 11: 20: 18,126.11,0,DAY,37.04
2026-01-11 11: 20: 18,126.08,0,DAY,31.7
2026-01-11 11: 20: 19,126.08,0,DAY,32.26
2026-01-11 11: 20: 19,126.13,0,DAY,21.29
2026-01-11 11: 20: 19,126.13,0,DAY,29.81
2026-01-11 11: 20: 19,126.12,0,DAY,33.33
2026-01-11 11: 20: 19,126.11,0,DAY,31.21
2026-01-11 11: 20: 19,126.1,0,DAY,29.81
2026-01-11 11: 20: 19,126.14,0,DAY,31.25
2026-01-11 11: 20: 19,126.15,0,DAY,28.56
2026-01-11 11: 20: 19,126.14,0,DAY,33.86
2026-01-11 11: 20: 19,126.14,0,DAY,30.31
2026-01-11 11: 20: 19,126.15,0,DAY,33.33
2026-01-11 11: 20: 19,126.17,0,DAY,29.81
2026-01-11 11: 20: 19,126.19,0,DAY,32.26
2026-01-11 11: 20: 19,126.24,0,DAY,27.78
2026-01-11 11: 20: 19,126.26,0,DAY,23.74
2026-01-11 11: 20: 19,126.26,0,DAY,29.89
2026-01-11 11: 20: 19,126.28,0,DAY,25.54
2026-01-11 11: 20: 19,126.31,0,DAY,37.68
2026-01-11 11: 20: 19,126.37,0,DAY,32.26
2026-01-11 11: 20: 19,126.38,0,DAY,28.58
2026-01-11 11: 20: 19,126.38,0,DAY,17.08
2026-01-11 11: 20: 19,126.38,0,DAY,25.0
2026-01-11 11: 20: 19,126.41,0,DAY,29.79
2026-01-11 11: 20: 19,126.47,0,DAY,29.41
2026-01-11 11: 20: 19,126.5,0,DAY,22.72
2026-01-11 11: 20: 19,126.52,0,DAY,35.04
2026-01-11 11: 20: 19,126.54,0,DAY,38.47
2026-01-11 11: 20: 19,126.56,0,DAY,33.33
2026-01-11 11: 20: 19,126.58,0,DAY,28.94
2026-01-11 11: 20: 20,126.61,0,DAY,35.7
2026-01-11 11: 20: 20,126.65,0,DAY,37.06
2026-01-11 11: 20: 20,126.66,0,DAY,35.69
2026-01-11 11: 20: 20,126.68,0,DAY,28.14
2026-01-11 11: 20: 20,126.67,0,DAY,35.72
2026-01-11 11: 20: 20,126.68,0,DAY,40.0
2026-01-11 11: 20: 20,126.74,0,DAY,40.71
2026-01-11 11: 20: 20,126.73,0,DAY,30.3
2026-01-11 11: 20: 20,126.72,0,DAY,28.58
2026-01-11 11: 20: 20,126.71,0,DAY,33.83
2026-01-11 11: 20: 20,126.71,0,DAY,17.86
2026-01-11 11: 20: 20,126.68,0,DAY,37.04
2026-01-11 11: 20: 20,126.67,0,DAY,36.29
2026-01-11 11: 20: 20,126.67,0,DAY,31.25
2026-01-11 11: 20: 20,126.58,0,DAY,31.24
2026-01-11 11: 20: 20,126.53,0,DAY,32.73
2026-01-11 11: 20: 20,126.54,0,DAY,32.26
2026-01-11 11: 20: 20,126.54,0,DAY,29.41
2026-01-11 11: 20: 20,126.57,0,DAY,32.74
2026-01-11 11: 20: 20,126.6,0,DAY,32.26
2026-01-11 11: 20: 20,126.63,0,DAY,31.25
2026-01-11 11: 20: 20,126.64,0,DAY,23.5
2026-01-11 11: 20: 20,126.63,0,DAY,32.25
2026-01-11 11: 20: 20,126.65,0,DAY,18.18
2026-01-11 11: 20: 20,126.69,0,DAY,32.75
2026-01-11 11: 20: 20,126.72,0,DAY,30.31
